order_item_id,order_id,product_id,quantity,unit_price
273,93,15,1,96.05
274,93,30,1,134.43
275,93,95,1,268.26
276,93,66,1,22.73
277,94,71,3,15.95
278,94,92,3,105.69
279,95,10,1,123.45
280,95,74,3,71.19
281,95,48,3,52.59
282,96,9,2,171.72
283,96,60,2,114.32
284,96,37,1,125.73
285,97,95,2,268.26
286,97,80,2,225.8
287,97,32,3,165.41
288,98,20,2,321.88
289,98,1,1,301.0
290,99,1,2,301.0
291,99,98,3,244.62
292,99,85,3,146.03
293,100,19,2,269.03
294,100,92,1,105.69
295,101,59,3,180.4
296,101,96,1,278.9
297,101,11,3,138.26
298,102,85,2,146.03
299,102,17,2,236.22
300,102,31,2,188.46
301,103,10,1,123.45
302,103,26,3,106.19
303,104,69,1,250.61
304,104,46,2,111.19
305,105,39,1,260.69
306,105,91,1,50.95
307,105,90,2,69.6
308,105,78,1,182.22
309,106,39,2,260.69
310,106,34,2,110.11
311,106,23,3,179.79
312,106,4,3,60.04
313,107,2,1,138.82
314,107,8,1,154.92
315,108,75,2,322.09
316,108,76,1,140.49
317,109,43,1,51.14
318,109,16,2,43.53
319,110,4,2,60.04
320,110,49,1,71.13
321,110,88,2,234.17
322,111,79,3,56.89
323,111,80,1,225.8
324,112,36,1,198.2
325,112,50,2,106.95
326,113,3,2,182.97
327,113,49,3,71.13
328,113,92,2,105.69
329,113,46,2,111.19
330,114,29,1,233.66
331,114,4,2,60.04
332,114,100,3,273.17
333,114,36,2,198.2
334,115,31,1,188.46
335,115,35,1,211.0
336,115,69,3,250.61
337,115,95,2,268.26
338,116,41,3,140.04
339,116,95,1,268.26
340,116,90,3,69.6
341,116,46,3,111.19
342,117,70,2,143.89
343,117,40,1,136.02
344,117,23,1,179.79
345,118,79,2,56.89
346,118,26,3,106.19
347,118,17,1,236.22
348,119,68,1,144.5
349,119,47,2,66.09
350,120,21,2,77.8
351,120,94,3,307.3
352,121,46,1,111.19
353,121,29,2,233.66
354,121,86,2,123.65
355,121,76,3,140.49
356,122,51,1,159.04
357,122,99,3,133.18
358,122,73,2,122.42
359,122,5,3,185.65
360,123,10,1,123.45
361,123,31,3,188.46
362,123,45,1,129.2
363,123,41,3,140.04
364,124,32,1,165.41
365,124,89,2,265.58
366,125,54,2,159.11
367,125,22,2,22.94
368,125,53,3,175.18
369,125,64,2,158.51
370,126,29,1,233.66
371,126,21,2,77.8
372,126,58,1,154.19
373,126,10,2,123.45
374,127,10,3,123.45
375,127,71,3,15.95
376,127,12,2,101.68
377,127,44,3,164.66
378,128,7,2,28.37
379,128,13,1,123.86
380,129,85,1,146.03
381,129,37,1,125.73
382,129,39,1,260.69
383,130,55,2,68.81
384,130,12,3,101.68
385,131,38,2,266.5
386,131,11,2,138.26
387,131,61,2,68.77
388,131,15,2,96.05
389,132,48,1,52.59
390,132,24,2,321.13
391,132,58,2,154.19
392,133,86,3,123.65
393,133,13,2,123.86
394,133,11,3,138.26
395,133,45,1,129.2
396,134,88,2,234.17
397,134,61,2,68.77
398,134,74,1,71.19
399,134,31,2,188.46
400,135,80,2,225.8
401,135,19,1,269.03
402,135,16,1,43.53
403,135,97,1,81.19
404,136,81,3,128.22
405,136,19,2,269.03
406,137,51,3,159.04
407,137,71,2,15.95
408,137,42,1,217.81
409,137,36,3,198.2
410,138,73,3,122.42
411,138,76,1,140.49
412,139,53,3,175.18
413,139,34,2,110.11
414,139,50,3,106.95
415,140,88,2,234.17
416,140,89,2,265.58
417,140,52,3,320.05
418,140,5,1,185.65
419,141,39,2,260.69
420,141,40,3,136.02
421,141,36,3,198.2
422,142,35,3,211.0
423,142,94,3,307.3
424,142,54,1,159.11
425,143,48,1,52.59
426,143,8,2,154.92
427,143,66,3,22.73
428,143,21,3,77.8
429,144,25,1,251.77
430,144,26,1,106.19
431,145,60,3,114.32
432,145,65,1,20.3
433,145,51,3,159.04
434,146,76,2,140.49
435,146,71,1,15.95
436,146,45,2,129.2
437,147,74,1,71.19
438,147,100,1,273.17
439,148,100,3,273.17
440,148,99,1,133.18
441,149,33,2,82.09
442,149,78,3,182.22
443,150,33,2,82.09
444,150,28,3,74.43
445,150,60,3,114.32
446,151,72,3,60.92
447,151,83,2,231.05
448,151,77,2,185.78
449,152,36,3,198.2
450,152,34,3,110.11
451,152,84,2,285.29
452,153,52,1,320.05
453,153,85,3,146.03
454,153,41,1,140.04
455,153,88,3,234.17
456,154,75,3,322.09
457,154,91,1,50.95
458,155,86,2,123.65
459,155,46,1,111.19
460,155,65,3,20.3
461,156,72,2,60.92
462,156,98,3,244.62
463,156,24,1,321.13
464,156,88,1,234.17
465,157,48,2,52.59
466,157,34,2,110.11
467,157,75,1,322.09
468,158,61,3,68.77
469,158,25,1,251.77
470,159,18,2,276.51
471,159,26,2,106.19
472,160,24,2,321.13
473,160,100,3,273.17
474,160,11,1,138.26
475,160,63,2,29.97
476,161,74,1,71.19
477,161,98,2,244.62
478,162,55,1,68.81
479,162,62,1,139.59
480,162,50,3,106.95
481,163,25,3,251.77
482,163,3,3,182.97
483,163,87,1,357.99
484,163,1,1,301.0
485,164,40,2,136.02
486,164,22,2,22.94
487,164,9,2,171.72
488,164,6,3,124.45
489,165,44,2,164.66
490,165,63,1,29.97
491,166,17,3,236.22
492,166,28,3,74.43
493,166,94,1,307.3
494,166,3,1,182.97
495,167,99,1,133.18
496,167,69,3,250.61
497,167,80,1,225.8
498,168,57,3,71.39
499,168,49,2,71.13
500,168,16,2,43.53
501,169,85,2,146.03
502,169,13,3,123.86
503,169,67,3,37.7
504,170,16,2,43.53
505,170,37,1,125.73
506,170,15,3,96.05
507,170,14,1,175.22
508,171,38,3,266.5
509,171,21,2,77.8
510,171,6,1,124.45
511,172,15,3,96.05
512,172,74,2,71.19
513,173,83,2,231.05
514,173,30,2,134.43
515,173,59,2,180.4
516,174,87,3,357.99
517,174,41,1,140.04
518,174,55,1,68.81
519,175,43,2,51.14
520,175,46,3,111.19
521,176,52,2,320.05
522,176,59,2,180.4
523,177,15,3,96.05
524,177,17,3,236.22
525,178,87,2,357.99
526,178,57,2,71.39
527,178,24,3,321.13
528,178,79,1,56.89
529,179,15,1,96.05
530,179,53,1,175.18
531,179,57,2,71.39
532,180,74,3,71.19
533,180,93,2,69.04
534,180,73,3,122.42
535,180,29,3,233.66
536,181,45,3,129.2
537,181,85,2,146.03
538,181,87,1,357.99
539,182,65,2,20.3
540,182,61,1,68.77
541,183,65,3,20.3
542,183,29,3,233.66
543,184,58,1,154.19
544,184,12,2,101.68
545,184,64,3,158.51
546,184,41,3,140.04
547,185,78,3,182.22
548,185,80,2,225.8
549,186,7,2,28.37
550,186,29,3,233.66
551,186,59,3,180.4
552,187,98,1,244.62
553,187,85,1,146.03
554,188,48,1,52.59
555,188,90,2,69.6
556,188,14,1,175.22
557,188,6,3,124.45
558,189,51,2,159.04
559,189,28,1,74.43
560,190,76,2,140.49
561,190,16,3,43.53
562,190,99,3,133.18
563,190,58,3,154.19
564,191,75,1,322.09
565,191,62,3,139.59
566,191,66,3,22.73
567,192,42,3,217.81
568,192,65,3,20.3
569,192,50,1,106.95
570,192,54,2,159.11
571,193,78,3,182.22
572,193,90,2,69.6
573,193,96,3,278.9
574,194,26,3,106.19
575,194,27,3,11.49
576,195,23,3,179.79
577,195,65,2,20.3
578,195,70,3,143.89
579,195,89,1,265.58
580,196,54,2,159.11
581,196,87,2,357.99
582,196,96,1,278.9
583,196,69,3,250.61
584,197,97,3,81.19
585,197,21,2,77.8
586,197,37,1,125.73
587,198,58,3,154.19
588,198,14,3,175.22
589,198,79,3,56.89
590,199,37,2,125.73
591,199,89,2,265.58
592,199,86,2,123.65
593,199,7,3,28.37
594,200,29,3,233.66
595,200,82,3,143.82
596,200,91,2,50.95
597,201,38,1,266.5
598,201,58,3,154.19
599,202,55,3,68.81
600,202,36,2,198.2
601,203,20,1,321.88
602,203,6,3,124.45
603,203,42,3,217.81
604,203,77,3,185.78
605,204,41,3,140.04
606,204,68,1,144.5
607,204,29,3,233.66
608,204,24,1,321.13
609,205,85,2,146.03
610,205,43,2,51.14
611,206,97,3,81.19
612,206,84,2,285.29
613,206,2,2,138.82
614,206,15,1,96.05
615,207,49,2,71.13
616,207,15,3,96.05
617,207,50,3,106.95
618,208,58,3,154.19
619,208,63,1,29.97
620,208,6,2,124.45
621,208,38,3,266.5
622,209,81,1,128.22
623,209,9,3,171.72
624,210,69,3,250.61
625,210,90,2,69.6
626,211,92,1,105.69
627,211,43,1,51.14
628,211,5,1,185.65
629,212,53,3,175.18
630,212,50,2,106.95
631,212,58,2,154.19
632,213,80,3,225.8
633,213,9,1,171.72
634,213,97,3,81.19
635,213,96,1,278.9
636,214,12,2,101.68
637,214,37,2,125.73
638,214,98,3,244.62
639,214,57,1,71.39
640,215,38,3,266.5
641,215,82,3,143.82
642,215,19,3,269.03
643,215,39,2,260.69
644,216,77,1,185.78
645,216,51,2,159.04
646,216,69,1,250.61
647,216,71,3,15.95
648,217,19,3,269.03
649,217,21,2,77.8
650,217,24,1,321.13
651,217,29,1,233.66
652,218,60,2,114.32
653,218,83,3,231.05
654,218,71,1,15.95
655,218,10,2,123.45
656,219,86,1,123.65
657,219,84,1,285.29
658,220,79,3,56.89
659,220,85,3,146.03
660,220,40,1,136.02
661,221,41,1,140.04
662,221,32,3,165.41
663,222,43,2,51.14
664,222,62,2,139.59
665,222,60,2,114.32
666,222,58,3,154.19
667,223,69,2,250.61
668,223,26,3,106.19
669,224,4,3,60.04
670,224,75,1,322.09
671,224,52,1,320.05
672,224,99,3,133.18
673,225,47,1,66.09
674,225,51,3,159.04
675,226,47,3,66.09
676,226,65,1,20.3
677,226,2,3,138.82
678,227,73,3,122.42
679,227,85,2,146.03
680,227,19,2,269.03
681,227,95,1,268.26
682,228,86,3,123.65
683,228,27,2,11.49
684,229,42,3,217.81
685,229,14,2,175.22
686,229,91,3,50.95
687,229,67,2,37.7
688,230,84,2,285.29
689,230,10,1,123.45
690,230,67,3,37.7
691,230,33,2,82.09
692,231,1,1,301.0
693,231,65,1,20.3
694,231,18,1,276.51
695,231,57,3,71.39
696,232,16,2,43.53
697,232,85,3,146.03
698,232,30,1,134.43
699,232,54,2,159.11
700,233,3,1,182.97
701,233,32,3,165.41
702,233,6,3,124.45
703,234,22,1,22.94
704,234,34,3,110.11
705,235,85,2,146.03
706,235,37,3,125.73
707,235,11,2,138.26
708,235,28,2,74.43
709,236,80,3,225.8
710,236,85,2,146.03
711,237,30,2,134.43
712,237,49,1,71.13
713,238,20,1,321.88
714,238,78,2,182.22
715,238,13,3,123.86
716,239,62,1,139.59
717,239,85,3,146.03
718,240,67,1,37.7
719,240,54,3,159.11
720,240,48,3,52.59
721,241,76,3,140.49
722,241,95,3,268.26
723,241,98,1,244.62
724,242,37,3,125.73
725,242,77,2,185.78
726,243,16,3,43.53
727,243,67,1,37.7
728,243,1,3,301.0
729,243,49,2,71.13
730,244,69,2,250.61
731,244,55,3,68.81
732,244,73,2,122.42
733,245,23,3,179.79
734,245,48,2,52.59
735,245,72,2,60.92
736,246,16,3,43.53
737,246,96,1,278.9
738,246,30,1,134.43
739,246,58,1,154.19
740,247,91,3,50.95
741,247,7,1,28.37
742,247,21,1,77.8
743,247,50,1,106.95
744,248,11,3,138.26
745,248,78,2,182.22
746,248,5,2,185.65
747,249,82,2,143.82
748,249,64,1,158.51
749,250,77,3,185.78
750,250,66,3,22.73
751,251,21,2,77.8
752,251,12,2,101.68
753,252,91,2,50.95
754,252,9,3,171.72
755,252,12,3,101.68
756,252,71,3,15.95
757,253,59,3,180.4
758,253,52,1,320.05
759,254,44,2,164.66
760,254,15,3,96.05
761,254,66,3,22.73
762,255,97,2,81.19
763,255,44,3,164.66
764,256,49,1,71.13
765,256,82,3,143.82
766,257,2,2,138.82
767,257,90,1,69.6
768,257,34,2,110.11
769,257,32,3,165.41
770,258,46,2,111.19
771,258,28,1,74.43
772,258,74,3,71.19
773,259,31,1,188.46
774,259,34,1,110.11
775,259,27,3,11.49
776,259,30,2,134.43
777,260,64,3,158.51
778,260,79,1,56.89
779,260,1,2,301.0
780,260,98,2,244.62
781,261,63,3,29.97
782,261,24,2,321.13
783,261,98,2,244.62
784,262,70,2,143.89
785,262,5,2,185.65
786,262,65,3,20.3
787,263,89,1,265.58
788,263,2,2,138.82
789,263,87,3,357.99
790,264,31,3,188.46
791,264,35,2,211.0
792,264,61,2,68.77
793,265,52,1,320.05
794,265,36,3,198.2
795,265,58,1,154.19
796,266,72,2,60.92
797,266,56,1,186.01
798,267,54,1,159.11
799,267,64,3,158.51
800,268,73,3,122.42
801,268,7,1,28.37
802,268,51,1,159.04
803,268,13,1,123.86
804,269,47,2,66.09
805,269,72,1,60.92
806,269,33,2,82.09
807,270,84,2,285.29
808,270,69,2,250.61
809,270,23,2,179.79
810,270,100,3,273.17
811,271,37,1,125.73
812,271,60,3,114.32
813,271,81,2,128.22
814,271,19,2,269.03
815,272,44,2,164.66
816,272,30,2,134.43
817,273,100,3,273.17
818,273,47,3,66.09
819,273,96,2,278.9
820,274,33,1,82.09
821,274,96,1,278.9
822,274,90,2,69.6
823,274,11,1,138.26
824,275,68,1,144.5
825,275,98,2,244.62
826,275,11,3,138.26
827,276,95,2,268.26
828,276,37,3,125.73
829,277,42,3,217.81
830,277,61,2,68.77
831,277,60,3,114.32
832,278,59,3,180.4
833,278,81,2,128.22
834,278,96,3,278.9
835,278,82,3,143.82
836,279,57,2,71.39
837,279,40,2,136.02
838,280,45,2,129.2
839,280,37,3,125.73
840,281,99,2,133.18
841,281,56,3,186.01
842,282,56,3,186.01
843,282,51,3,159.04
844,282,32,3,165.41
845,282,21,2,77.8
846,283,89,3,265.58
847,283,88,3,234.17
848,283,35,3,211.0
849,283,37,2,125.73
850,284,59,3,180.4
851,284,80,3,225.8
852,284,58,2,154.19
853,284,35,1,211.0
854,285,37,1,125.73
855,285,35,3,211.0
856,286,44,2,164.66
857,286,54,2,159.11
858,287,8,2,154.92
859,287,35,1,211.0
860,288,2,3,138.82
861,288,16,1,43.53
862,288,99,2,133.18
863,289,99,1,133.18
864,289,13,2,123.86
865,289,67,2,37.7
866,289,86,3,123.65
867,290,67,3,37.7
868,290,16,2,43.53
869,290,33,1,82.09
870,290,62,2,139.59
871,291,42,2,217.81
872,291,2,3,138.82
873,291,22,1,22.94
874,292,61,2,68.77
875,292,89,1,265.58
876,292,77,1,185.78
877,292,20,1,321.88
878,293,8,3,154.92
879,293,46,3,111.19
880,293,83,1,231.05
881,293,20,1,321.88
882,294,57,1,71.39
883,294,94,3,307.3
884,294,25,2,251.77
885,295,72,3,60.92
886,295,38,2,266.5
887,295,70,1,143.89
888,296,71,1,15.95
889,296,21,2,77.8
890,296,9,2,171.72
891,296,68,2,144.5
892,297,24,3,321.13
893,297,3,1,182.97
894,297,80,2,225.8
895,297,47,3,66.09
896,298,64,3,158.51
897,298,99,2,133.18
898,298,71,2,15.95
899,298,20,2,321.88
900,299,23,1,179.79
901,299,5,1,185.65
902,300,63,3,29.97
903,300,68,2,144.5
904,300,80,1,225.8
905,300,90,2,69.6
906,301,63,1,29.97
907,301,11,2,138.26
908,301,60,3,114.32
909,301,82,3,143.82
910,302,68,1,144.5
911,302,6,2,124.45
912,302,94,1,307.3
913,303,25,3,251.77
914,303,68,1,144.5
915,304,14,2,175.22
916,304,99,3,133.18
917,304,82,2,143.82
918,304,74,3,71.19
919,305,65,1,20.3
920,305,44,3,164.66
921,305,85,3,146.03
922,306,48,3,52.59
923,306,53,2,175.18
924,306,98,3,244.62
925,307,96,2,278.9
926,307,33,2,82.09
927,307,47,1,66.09
928,307,58,3,154.19
929,308,1,1,301.0
930,308,39,2,260.69
931,308,29,1,233.66
932,309,72,1,60.92
933,309,74,2,71.19
934,309,20,2,321.88
935,309,13,1,123.86
936,310,12,3,101.68
937,310,74,1,71.19
938,310,52,3,320.05
939,311,90,3,69.6
940,311,74,2,71.19
941,311,13,1,123.86
942,311,77,3,185.78
943,312,56,1,186.01
944,312,54,3,159.11
945,312,16,3,43.53
946,313,68,3,144.5
947,313,6,3,124.45
948,313,41,1,140.04
949,314,58,3,154.19
950,314,97,3,81.19
951,314,77,1,185.78
952,315,61,3,68.77
953,315,74,1,71.19
954,316,17,3,236.22
955,316,98,1,244.62
956,316,18,2,276.51
957,316,62,2,139.59
958,317,32,2,165.41
959,317,10,2,123.45
960,318,47,2,66.09
961,318,45,2,129.2
962,318,25,3,251.77
963,319,80,1,225.8
964,319,19,1,269.03
965,319,57,1,71.39
966,320,7,2,28.37
967,320,32,1,165.41
968,320,80,2,225.8
969,320,19,3,269.03
970,321,28,2,74.43
971,321,27,3,11.49
972,321,70,2,143.89
973,321,67,3,37.7
974,322,68,1,144.5
975,322,6,2,124.45
976,322,33,1,82.09
977,322,22,3,22.94
978,323,85,1,146.03
979,323,35,1,211.0
980,323,47,2,66.09
981,324,41,3,140.04
982,324,63,3,29.97
983,325,3,2,182.97
984,325,6,2,124.45
985,325,32,2,165.41
986,325,68,2,144.5
987,326,31,1,188.46
988,326,65,3,20.3
989,326,36,2,198.2
990,327,29,2,233.66
991,327,20,3,321.88
992,327,44,1,164.66
993,328,88,3,234.17
994,328,30,1,134.43
995,328,54,2,159.11
996,328,31,2,188.46
997,329,70,2,143.89
998,329,88,3,234.17
999,329,26,3,106.19
1000,329,18,3,276.51
1001,330,21,3,77.8
1002,330,41,3,140.04
1003,330,9,1,171.72
1004,330,72,1,60.92
1005,331,53,3,175.18
1006,331,39,3,260.69
1007,331,57,3,71.39
1008,332,79,3,56.89
1009,332,35,1,211.0
1010,332,78,3,182.22
1011,332,73,1,122.42
1012,333,65,2,20.3
1013,333,78,3,182.22
1014,334,25,1,251.77
1015,334,29,2,233.66
1016,335,26,1,106.19
1017,335,97,2,81.19
1018,335,27,3,11.49
1019,335,9,2,171.72
1020,336,78,2,182.22
1021,336,95,3,268.26
1022,337,83,1,231.05
1023,337,91,2,50.95
1024,337,5,2,185.65
1025,337,67,1,37.7
1026,338,67,1,37.7
1027,338,98,1,244.62
1028,338,81,2,128.22
1029,339,55,3,68.81
1030,339,38,1,266.5
1031,340,93,1,69.04
1032,340,65,1,20.3
1033,341,42,1,217.81
1034,341,58,2,154.19
1035,341,4,3,60.04
1036,342,84,1,285.29
1037,342,92,1,105.69
1038,342,21,1,77.8
1039,342,94,3,307.3
1040,343,79,2,56.89
1041,343,21,1,77.8
1042,343,49,1,71.13
1043,343,71,2,15.95
1044,344,99,1,133.18
1045,344,92,2,105.69
1046,345,16,1,43.53
1047,345,17,1,236.22
1048,346,1,1,301.0
1049,346,78,3,182.22
1050,346,64,3,158.51
1051,346,31,2,188.46
1052,347,36,1,198.2
1053,347,80,1,225.8
1054,347,81,1,128.22
1055,347,72,1,60.92
1056,348,78,1,182.22
1057,348,39,1,260.69
1058,348,43,2,51.14
1059,348,12,1,101.68
1060,349,72,3,60.92
1061,349,23,2,179.79
1062,349,59,1,180.4
1063,349,96,1,278.9
1064,350,71,2,15.95
1065,350,9,1,171.72
1066,350,38,1,266.5
1067,351,27,3,11.49
1068,351,79,3,56.89
1069,351,8,3,154.92
1070,351,14,3,175.22
1071,352,37,2,125.73
1072,352,55,3,68.81
1073,352,78,3,182.22
1074,352,41,3,140.04
1075,353,64,3,158.51
1076,353,24,2,321.13
1077,353,79,1,56.89
1078,353,30,1,134.43
1079,354,79,2,56.89
1080,354,54,1,159.11
1081,355,89,2,265.58
1082,355,37,1,125.73
1083,356,43,3,51.14
1084,356,44,3,164.66
1085,356,51,1,159.04
1086,356,93,1,69.04
1087,357,5,2,185.65
1088,357,83,1,231.05
1089,357,18,3,276.51
1090,358,96,2,278.9
1091,358,8,3,154.92
1092,358,67,3,37.7
1093,359,46,2,111.19
1094,359,9,1,171.72
1095,359,20,2,321.88
1096,360,77,2,185.78
1097,360,15,3,96.05
1098,361,48,2,52.59
1099,361,58,1,154.19
1100,362,12,3,101.68
1101,362,57,1,71.39
1102,363,68,1,144.5
1103,363,40,1,136.02
1104,363,100,3,273.17
1105,363,42,3,217.81
1106,364,15,3,96.05
1107,364,1,3,301.0
1108,364,40,1,136.02
1109,364,6,2,124.45
1110,365,3,2,182.97
1111,365,74,3,71.19
1112,365,98,1,244.62
1113,366,86,1,123.65
1114,366,16,1,43.53
1115,366,35,2,211.0
1116,367,45,1,129.2
1117,367,71,3,15.95
1118,367,41,2,140.04
1119,367,35,3,211.0
1120,368,7,2,28.37
1121,368,17,3,236.22
1122,368,4,1,60.04
1123,369,76,2,140.49
1124,369,81,3,128.22
1125,369,89,2,265.58
1126,369,90,2,69.6
1127,370,97,2,81.19
1128,370,98,3,244.62
1129,371,40,3,136.02
1130,371,88,2,234.17
1131,371,83,2,231.05
1132,372,51,3,159.04
1133,372,24,2,321.13
1134,372,90,2,69.6
1135,373,22,2,22.94
1136,373,37,3,125.73
1137,373,99,3,133.18
1138,374,72,2,60.92
1139,374,84,3,285.29
1140,374,10,2,123.45
1141,375,50,1,106.95
1142,375,9,3,171.72
1143,375,44,3,164.66
1144,376,31,1,188.46
1145,376,23,3,179.79
1146,376,85,3,146.03
1147,376,86,3,123.65
1148,377,23,1,179.79
1149,377,40,3,136.02
1150,377,52,1,320.05
